Leave ID: 6387 | Employee ID: 565 | Date: Mon Jan 01 2024 11:20:36 GMT+0100 (West Africa Standard Time)
Leave ID: 6392 | Employee ID: 362 | Date: Tue Jan 02 2024 21:01:48 GMT+0100 (West Africa Standard Time)
Leave ID: 6391 | Employee ID: 629 | Date: Tue Jan 02 2024 20:54:32 GMT+0100 (West Africa Standard Time)
Leave ID: 6393 | Employee ID: 956 | Date: Tue Jan 02 2024 22:25:55 GMT+0100 (West Africa Standard Time)
Leave ID: 6394 | Employee ID: 126 | Date: Wed Jan 03 2024 09:00:16 GMT+0100 (West Africa Standard Time)
Leave ID: 6396 | Employee ID: 545 | Date: Wed Jan 03 2024 09:02:34 GMT+0100 (West Africa Standard Time)
Leave ID: 6397 | Employee ID: 247 | Date: Wed Jan 03 2024 09:08:47 GMT+0100 (West Africa Standard Time)
Leave ID: 6398 | Employee ID: 917 | Date: Wed Jan 03 2024 09:11:27 GMT+0100 (West Africa Standard Time)
Leave ID: 6399 | Employee ID: 111 | Date: Wed Jan 03 2024 13:20:02 GMT+0100 (West Africa Standard Time)
Leave ID: 6401 | Employee ID: 27 | Date: Wed Jan 03 2024 15:54:07 GMT+0100 (West Africa Standard Time)
Leave ID: 6403 | Employee ID: 297 | Date: Wed Jan 03 2024 16:14:14 GMT+0100 (West Africa Standard Time)
Leave ID: 6404 | Employee ID: 297 | Date: Wed Jan 03 2024 16:15:28 GMT+0100 (West Africa Standard Time)
Leave ID: 6405 | Employee ID: 488 | Date: Wed Jan 03 2024 17:13:20 GMT+0100 (West Africa Standard Time)
Leave ID: 6406 | Employee ID: 565 | Date: Wed Jan 03 2024 17:19:31 GMT+0100 (West Africa Standard Time)
Leave ID: 6407 | Employee ID: 569 | Date: Wed Jan 03 2024 17:19:58 GMT+0100 (West Africa Standard Time)
Leave ID: 6408 | Employee ID: 544 | Date: Wed Jan 03 2024 18:17:51 GMT+0100 (West Africa Standard Time)
Leave ID: 6409 | Employee ID: 544 | Date: Thu Jan 04 2024 08:20:45 GMT+0100 (West Africa Standard Time)
Leave ID: 6410 | Employee ID: 789 | Date: Thu Jan 04 2024 08:58:44 GMT+0100 (West Africa Standard Time)
Leave ID: 6411 | Employee ID: 570 | Date: Thu Jan 04 2024 10:06:01 GMT+0100 (West Africa Standard Time)
Leave ID: 6414 | Employee ID: 192 | Date: Thu Jan 04 2024 14:18:53 GMT+0100 (West Africa Standard Time)
Leave ID: 6415 | Employee ID: 450 | Date: Thu Jan 04 2024 15:44:57 GMT+0100 (West Africa Standard Time)
Leave ID: 6416 | Employee ID: 476 | Date: Thu Jan 04 2024 15:54:47 GMT+0100 (West Africa Standard Time)
Leave ID: 6417 | Employee ID: 335 | Date: Thu Jan 04 2024 16:04:08 GMT+0100 (West Africa Standard Time)
Leave ID: 6418 | Employee ID: 335 | Date: Thu Jan 04 2024 16:05:07 GMT+0100 (West Africa Standard Time)
Leave ID: 6419 | Employee ID: 723 | Date: Thu Jan 04 2024 17:10:00 GMT+0100 (West Africa Standard Time)
Leave ID: 6420 | Employee ID: 195 | Date: Thu Jan 04 2024 18:17:53 GMT+0100 (West Africa Standard Time)
Leave ID: 6423 | Employee ID: 401 | Date: Thu Jan 04 2024 22:47:24 GMT+0100 (West Africa Standard Time)
Leave ID: 6426 | Employee ID: 835 | Date: Fri Jan 05 2024 08:25:24 GMT+0100 (West Africa Standard Time)
Leave ID: 6427 | Employee ID: 488 | Date: Fri Jan 05 2024 09:08:50 GMT+0100 (West Africa Standard Time)
Leave ID: 6428 | Employee ID: 435 | Date: Fri Jan 05 2024 11:06:20 GMT+0100 (West Africa Standard Time)
Leave ID: 6429 | Employee ID: 435 | Date: Fri Jan 05 2024 11:07:27 GMT+0100 (West Africa Standard Time)
Leave ID: 6430 | Employee ID: 478 | Date: Fri Jan 05 2024 11:18:44 GMT+0100 (West Africa Standard Time)
Leave ID: 6431 | Employee ID: 263 | Date: Fri Jan 05 2024 11:35:54 GMT+0100 (West Africa Standard Time)
Leave ID: 6432 | Employee ID: 263 | Date: Fri Jan 05 2024 11:38:34 GMT+0100 (West Africa Standard Time)
Leave ID: 6433 | Employee ID: 238 | Date: Fri Jan 05 2024 12:19:51 GMT+0100 (West Africa Standard Time)
Leave ID: 6435 | Employee ID: 669 | Date: Fri Jan 05 2024 15:26:31 GMT+0100 (West Africa Standard Time)
Leave ID: 6436 | Employee ID: 667 | Date: Sun Jan 07 2024 18:54:54 GMT+0100 (West Africa Standard Time)
Leave ID: 6437 | Employee ID: 667 | Date: Sun Jan 07 2024 18:58:09 GMT+0100 (West Africa Standard Time)
Leave ID: 6438 | Employee ID: 767 | Date: Mon Jan 08 2024 09:59:33 GMT+0100 (West Africa Standard Time)
Leave ID: 6439 | Employee ID: 324 | Date: Mon Jan 08 2024 10:00:26 GMT+0100 (West Africa Standard Time)
Leave ID: 6440 | Employee ID: 324 | Date: Mon Jan 08 2024 10:03:29 GMT+0100 (West Africa Standard Time)
Leave ID: 6441 | Employee ID: 947 | Date: Mon Jan 08 2024 10:26:12 GMT+0100 (West Africa Standard Time)
Leave ID: 6442 | Employee ID: 947 | Date: Mon Jan 08 2024 10:27:39 GMT+0100 (West Africa Standard Time)
Leave ID: 6445 | Employee ID: 627 | Date: Mon Jan 08 2024 10:46:57 GMT+0100 (West Africa Standard Time)
Leave ID: 6447 | Employee ID: 912 | Date: Mon Jan 08 2024 11:25:39 GMT+0100 (West Africa Standard Time)
Leave ID: 6450 | Employee ID: 451 | Date: Mon Jan 08 2024 14:28:24 GMT+0100 (West Africa Standard Time)
Leave ID: 6449 | Employee ID: 176 | Date: Mon Jan 08 2024 12:03:13 GMT+0100 (West Africa Standard Time)
Leave ID: 6451 | Employee ID: 451 | Date: Mon Jan 08 2024 14:30:56 GMT+0100 (West Africa Standard Time)
Leave ID: 6452 | Employee ID: 345 | Date: Mon Jan 08 2024 15:04:00 GMT+0100 (West Africa Standard Time)
Leave ID: 6453 | Employee ID: 690 | Date: Mon Jan 08 2024 15:37:40 GMT+0100 (West Africa Standard Time)
Leave ID: 6454 | Employee ID: 191 | Date: Mon Jan 08 2024 15:48:34 GMT+0100 (West Africa Standard Time)
Leave ID: 6458 | Employee ID: 322 | Date: Tue Jan 09 2024 10:01:03 GMT+0100 (West Africa Standard Time)
Leave ID: 6461 | Employee ID: 139 | Date: Tue Jan 09 2024 11:35:55 GMT+0100 (West Africa Standard Time)
Leave ID: 6463 | Employee ID: 350 | Date: Tue Jan 09 2024 12:39:41 GMT+0100 (West Africa Standard Time)
Leave ID: 6462 | Employee ID: 139 | Date: Tue Jan 09 2024 11:40:39 GMT+0100 (West Africa Standard Time)
Leave ID: 6466 | Employee ID: 226 | Date: Tue Jan 09 2024 13:01:28 GMT+0100 (West Africa Standard Time)
Leave ID: 6467 | Employee ID: 226 | Date: Tue Jan 09 2024 13:01:54 GMT+0100 (West Africa Standard Time)
Leave ID: 6471 | Employee ID: 617 | Date: Tue Jan 09 2024 16:46:02 GMT+0100 (West Africa Standard Time)
Leave ID: 6472 | Employee ID: 322 | Date: Tue Jan 09 2024 16:47:18 GMT+0100 (West Africa Standard Time)
Leave ID: 6473 | Employee ID: 565 | Date: Tue Jan 09 2024 22:55:43 GMT+0100 (West Africa Standard Time)
Leave ID: 6474 | Employee ID: 103 | Date: Wed Jan 10 2024 06:41:10 GMT+0100 (West Africa Standard Time)
Leave ID: 6475 | Employee ID: 375 | Date: Wed Jan 10 2024 08:56:38 GMT+0100 (West Africa Standard Time)
Leave ID: 6476 | Employee ID: 375 | Date: Wed Jan 10 2024 09:04:37 GMT+0100 (West Africa Standard Time)
Leave ID: 6478 | Employee ID: 696 | Date: Wed Jan 10 2024 09:45:49 GMT+0100 (West Africa Standard Time)
Leave ID: 6479 | Employee ID: 696 | Date: Wed Jan 10 2024 09:47:16 GMT+0100 (West Africa Standard Time)
Leave ID: 6480 | Employee ID: 896 | Date: Wed Jan 10 2024 11:07:14 GMT+0100 (West Africa Standard Time)
Leave ID: 6481 | Employee ID: 418 | Date: Wed Jan 10 2024 12:25:26 GMT+0100 (West Africa Standard Time)
Leave ID: 6482 | Employee ID: 418 | Date: Wed Jan 10 2024 12:28:58 GMT+0100 (West Africa Standard Time)
Leave ID: 6483 | Employee ID: 617 | Date: Wed Jan 10 2024 13:26:57 GMT+0100 (West Africa Standard Time)
Leave ID: 6484 | Employee ID: 617 | Date: Wed Jan 10 2024 14:09:30 GMT+0100 (West Africa Standard Time)
Leave ID: 6485 | Employee ID: 131 | Date: Wed Jan 10 2024 14:34:04 GMT+0100 (West Africa Standard Time)
Leave ID: 6486 | Employee ID: 131 | Date: Wed Jan 10 2024 14:34:50 GMT+0100 (West Africa Standard Time)
Leave ID: 6487 | Employee ID: 347 | Date: Wed Jan 10 2024 15:25:48 GMT+0100 (West Africa Standard Time)
Leave ID: 6488 | Employee ID: 347 | Date: Wed Jan 10 2024 15:26:38 GMT+0100 (West Africa Standard Time)
Leave ID: 6489 | Employee ID: 555 | Date: Wed Jan 10 2024 16:35:32 GMT+0100 (West Africa Standard Time)
Leave ID: 6492 | Employee ID: 390 | Date: Thu Jan 11 2024 10:24:47 GMT+0100 (West Africa Standard Time)
Leave ID: 6494 | Employee ID: 286 | Date: Thu Jan 11 2024 11:13:05 GMT+0100 (West Africa Standard Time)
Leave ID: 6496 | Employee ID: 863 | Date: Thu Jan 11 2024 11:52:19 GMT+0100 (West Africa Standard Time)
Leave ID: 6497 | Employee ID: 884 | Date: Thu Jan 11 2024 12:29:40 GMT+0100 (West Africa Standard Time)
Leave ID: 6505 | Employee ID: 65 | Date: Fri Jan 12 2024 08:22:18 GMT+0100 (West Africa Standard Time)
Leave ID: 6506 | Employee ID: 65 | Date: Fri Jan 12 2024 08:24:14 GMT+0100 (West Africa Standard Time)
Leave ID: 6507 | Employee ID: 395 | Date: Fri Jan 12 2024 08:24:48 GMT+0100 (West Africa Standard Time)
Leave ID: 6508 | Employee ID: 553 | Date: Fri Jan 12 2024 08:35:44 GMT+0100 (West Africa Standard Time)
Leave ID: 6510 | Employee ID: 426 | Date: Fri Jan 12 2024 09:49:12 GMT+0100 (West Africa Standard Time)
Leave ID: 6511 | Employee ID: 326 | Date: Fri Jan 12 2024 10:49:30 GMT+0100 (West Africa Standard Time)
Leave ID: 6512 | Employee ID: 326 | Date: Fri Jan 12 2024 10:51:23 GMT+0100 (West Africa Standard Time)
Leave ID: 6513 | Employee ID: 129 | Date: Fri Jan 12 2024 10:58:56 GMT+0100 (West Africa Standard Time)
Leave ID: 6514 | Employee ID: 129 | Date: Fri Jan 12 2024 10:59:48 GMT+0100 (West Africa Standard Time)
Leave ID: 6515 | Employee ID: 847 | Date: Fri Jan 12 2024 12:39:57 GMT+0100 (West Africa Standard Time)
Leave ID: 6517 | Employee ID: 817 | Date: Sat Jan 13 2024 00:36:17 GMT+0100 (West Africa Standard Time)
Leave ID: 6516 | Employee ID: 847 | Date: Fri Jan 12 2024 16:36:32 GMT+0100 (West Africa Standard Time)
Leave ID: 6518 | Employee ID: 797 | Date: Sat Jan 13 2024 09:58:40 GMT+0100 (West Africa Standard Time)
Leave ID: 6519 | Employee ID: 797 | Date: Sat Jan 13 2024 10:24:46 GMT+0100 (West Africa Standard Time)
Leave ID: 6520 | Employee ID: 194 | Date: Sat Jan 13 2024 15:39:46 GMT+0100 (West Africa Standard Time)
Leave ID: 6522 | Employee ID: 204 | Date: Sun Jan 14 2024 16:22:52 GMT+0100 (West Africa Standard Time)
Leave ID: 6523 | Employee ID: 204 | Date: Sun Jan 14 2024 16:24:28 GMT+0100 (West Africa Standard Time)
Leave ID: 6524 | Employee ID: 15 | Date: Mon Jan 15 2024 08:22:46 GMT+0100 (West Africa Standard Time)
Leave ID: 6526 | Employee ID: 28 | Date: Mon Jan 15 2024 10:15:31 GMT+0100 (West Africa Standard Time)
Leave ID: 6528 | Employee ID: 837 | Date: Mon Jan 15 2024 11:28:12 GMT+0100 (West Africa Standard Time)
Leave ID: 6529 | Employee ID: 452 | Date: Mon Jan 15 2024 12:30:11 GMT+0100 (West Africa Standard Time)
Leave ID: 6531 | Employee ID: 225 | Date: Mon Jan 15 2024 14:01:16 GMT+0100 (West Africa Standard Time)
Leave ID: 6532 | Employee ID: 508 | Date: Mon Jan 15 2024 14:14:49 GMT+0100 (West Africa Standard Time)
Leave ID: 6533 | Employee ID: 686 | Date: Mon Jan 15 2024 14:51:50 GMT+0100 (West Africa Standard Time)
Leave ID: 6537 | Employee ID: 924 | Date: Tue Jan 16 2024 09:23:14 GMT+0100 (West Africa Standard Time)
Leave ID: 6536 | Employee ID: 472 | Date: Tue Jan 16 2024 08:37:25 GMT+0100 (West Africa Standard Time)
Leave ID: 6538 | Employee ID: 924 | Date: Tue Jan 16 2024 09:24:10 GMT+0100 (West Africa Standard Time)
Leave ID: 6540 | Employee ID: 416 | Date: Tue Jan 16 2024 15:11:22 GMT+0100 (West Africa Standard Time)
Leave ID: 6541 | Employee ID: 416 | Date: Tue Jan 16 2024 15:12:34 GMT+0100 (West Africa Standard Time)
Leave ID: 6543 | Employee ID: 550 | Date: Tue Jan 16 2024 15:54:55 GMT+0100 (West Africa Standard Time)
Leave ID: 6544 | Employee ID: 918 | Date: Tue Jan 16 2024 17:02:03 GMT+0100 (West Africa Standard Time)
Leave ID: 6545 | Employee ID: 918 | Date: Tue Jan 16 2024 17:02:50 GMT+0100 (West Africa Standard Time)
